office_credentials_office_fiscal_identity_id_foreign|office_credentials|office_fiscal_identity_id|office_fiscal_identities|id|CASCADE|NO ACTION
office_credentials_office_id_foreign|office_credentials|office_id|offices|id|CASCADE|NO ACTION
office_distribution_cursors_office_fiscal_identity_id_foreign|office_distribution_cursors|office_fiscal_identity_id|office_fiscal_identities|id|CASCADE|NO ACTION
office_distribution_cursors_office_id_foreign|office_distribution_cursors|office_id|offices|id|CASCADE|NO ACTION
office_distribution_runs_office_distribution_cursor_id_foreign|office_distribution_runs|office_distribution_cursor_id|office_distribution_cursors|id|CASCADE|NO ACTION
office_distribution_runs_office_id_foreign|office_distribution_runs|office_id|offices|id|CASCADE|NO ACTION
office_distribution_runs_triggered_by_foreign|office_distribution_runs|triggered_by|users|id|SET NULL|NO ACTION
office_fiscal_category_links_client_id_foreign|office_fiscal_category_links|client_id|clients|id|CASCADE|NO ACTION
office_fiscal_category_links_created_by_foreign|office_fiscal_category_links|created_by|users|id|SET NULL|NO ACTION
office_fiscal_category_links_fiscal_category_id_foreign|office_fiscal_category_links|fiscal_category_id|fiscal_categories|id|CASCADE|NO ACTION
office_fiscal_category_links_office_id_foreign|office_fiscal_category_links|office_id|offices|id|CASCADE|NO ACTION
office_fiscal_identities_office_id_foreign|office_fiscal_identities|office_id|offices|id|CASCADE|NO ACTION
office_integration_tokens_created_by_foreign|office_integration_tokens|created_by|users|id|SET NULL|NO ACTION
office_integration_tokens_office_id_foreign|office_integration_tokens|office_id|offices|id|CASCADE|NO ACTION
office_integration_tokens_revoked_by_foreign|office_integration_tokens|revoked_by|users|id|SET NULL|NO ACTION
office_serpro_authorization_events_office_id_foreign|office_serpro_authorization_events|office_id|offices|id|CASCADE|NO ACTION
office_serpro_authorization_events_office_serpro_authorization_|office_serpro_authorization_events|office_serpro_authorization_id|office_serpro_authorizations|id|CASCADE|NO ACTION
office_serpro_authorizations_office_id_foreign|office_serpro_authorizations|office_id|offices|id|CASCADE|NO ACTION
office_subscriptions_office_id_foreign|office_subscriptions|office_id|offices|id|CASCADE|NO ACTION
office_user_office_id_foreign|office_user|office_id|offices|id|CASCADE|NO ACTION
office_user_user_id_foreign|office_user|user_id|users|id|CASCADE|NO ACTION
outbound_capacity_snapshots_office_id_foreign|outbound_capacity_snapshots|office_id|offices|id|SET NULL|NO ACTION
outbound_capture_profiles_activated_by_foreign|outbound_capture_profiles|activated_by|users|id|SET NULL|NO ACTION
outbound_capture_profiles_client_id_foreign|outbound_capture_profiles|client_id|clients|id|CASCADE|NO ACTION
outbound_capture_profiles_establishment_id_foreign|outbound_capture_profiles|establishment_id|establishments|id|CASCADE|NO ACTION
outbound_capture_profiles_office_id_foreign|outbound_capture_profiles|office_id|offices|id|CASCADE|NO ACTION
outbound_capture_runs_office_id_foreign|outbound_capture_runs|office_id|offices|id|CASCADE|NO ACTION
outbound_capture_runs_outbound_capture_profile_id_foreign|outbound_capture_runs|outbound_capture_profile_id|outbound_capture_profiles|id|CASCADE|NO ACTION
outbound_capture_runs_outbound_series_cursor_id_foreign|outbound_capture_runs|outbound_series_cursor_id|outbound_series_cursors|id|SET NULL|NO ACTION
outbound_capture_runs_user_id_foreign|outbound_capture_runs|user_id|users|id|SET NULL|NO ACTION
outbound_monthly_readiness_confirmed_by_foreign|outbound_monthly_readiness|confirmed_by|users|id|SET NULL|NO ACTION
outbound_monthly_readiness_export_id_foreign|outbound_monthly_readiness|export_id|exports|id|SET NULL|NO ACTION
outbound_monthly_readiness_office_id_foreign|outbound_monthly_readiness|office_id|offices|id|CASCADE|NO ACTION
outbound_number_states_dfe_document_id_foreign|outbound_number_states|dfe_document_id|dfe_documents|id|SET NULL|NO ACTION
outbound_number_states_office_id_foreign|outbound_number_states|office_id|offices|id|CASCADE|NO ACTION
outbound_number_states_outbound_capture_profile_id_foreign|outbound_number_states|outbound_capture_profile_id|outbound_capture_profiles|id|CASCADE|NO ACTION
outbound_number_states_outbound_series_cursor_id_foreign|outbound_number_states|outbound_series_cursor_id|outbound_series_cursors|id|CASCADE|NO ACTION
outbound_series_cursors_establishment_id_foreign|outbound_series_cursors|establishment_id|establishments|id|CASCADE|NO ACTION
outbound_series_cursors_office_id_foreign|outbound_series_cursors|office_id|offices|id|CASCADE|NO ACTION
outbound_series_cursors_outbound_capture_profile_id_foreign|outbound_series_cursors|outbound_capture_profile_id|outbound_capture_profiles|id|CASCADE|NO ACTION
outbound_xml_recovery_attempts_ma_outbound_retrieval_request_id|outbound_xml_recovery_attempts|ma_outbound_retrieval_request_id|ma_outbound_retrieval_requests|id|CASCADE|NO ACTION
outbound_xml_recovery_attempts_office_id_foreign|outbound_xml_recovery_attempts|office_id|offices|id|CASCADE|NO ACTION
outbound_xml_recovery_attempts_outbound_capture_profile_id_fore|outbound_xml_recovery_attempts|outbound_capture_profile_id|outbound_capture_profiles|id|CASCADE|NO ACTION
outbound_xml_recovery_attempts_outbound_number_state_id_foreign|outbound_xml_recovery_attempts|outbound_number_state_id|outbound_number_states|id|SET NULL|NO ACTION
